"","adj","vb","emot","polaridade","positivo","negativo","tamanho","tamanhoUtil","status"
"2025",5,3,0,0,1,4,49,45,"fake"
"2026",16,3,0,1,5,3,88,83,"fake"
"2027",4,1,0,0,1,1,44,41,"fake"
"2028",11,4,0,1,5,1,72,68,"fake"
"2029",7,5,0,0,2,5,51,50,"fake"
"2030",35,12,0,0,7,13,196,185,"fake"
"2031",15,7,0,1,9,5,75,74,"fake"
"2032",7,2,0,0,3,3,50,49,"fake"
"2033",21,6,0,0,5,8,103,100,"fake"
"2034",15,7,0,1,5,2,99,95,"fake"
"2035",9,8,0,0,3,7,72,71,"fake"
"2036",15,4,0,0,5,5,63,61,"fake"
"2037",7,0,0,0,1,2,17,16,"fake"
"2038",14,3,0,0,4,6,59,58,"fake"
"2039",22,6,0,0,3,4,89,83,"fake"
"2040",20,5,0,0,6,13,84,78,"fake"
"2041",13,5,0,0,2,4,81,77,"fake"
"2042",7,2,0,0,1,2,59,58,"fake"
"2043",11,2,0,0,0,6,73,70,"fake"
"2044",27,2,0,1,10,3,143,133,"fake"
"2045",14,6,0,0,5,7,116,109,"fake"
"2046",6,5,0,0,3,4,70,67,"fake"
"2047",8,2,0,0,1,4,70,68,"fake"
"2048",13,8,0,0,3,11,83,77,"fake"
"2049",14,3,0,0,4,7,71,69,"fake"
"2050",14,5,0,0,4,9,71,70,"fake"
"2051",12,6,0,0,3,3,48,48,"fake"
"2052",13,3,0,0,3,7,55,53,"fake"
"2053",8,2,0,1,5,1,82,80,"fake"
"2054",27,9,0,0,8,12,190,179,"fake"
"2055",15,4,0,0,6,6,94,90,"fake"
"2056",22,4,0,1,11,3,78,73,"fake"
"2057",11,9,0,1,4,3,85,80,"fake"
"2058",14,4,0,0,5,8,64,60,"fake"
"2059",7,1,0,0,0,2,38,38,"fake"
"2060",5,0,0,1,3,2,37,37,"fake"
"2061",7,0,0,1,4,1,63,62,"fake"
"2062",17,8,0,0,5,5,117,115,"fake"
"2063",30,8,0,0,8,22,128,126,"fake"
"2064",20,1,0,0,4,4,69,69,"fake"
"2065",14,2,0,1,5,4,78,71,"fake"
"2066",13,3,0,0,1,6,78,78,"fake"
"2067",12,2,0,1,9,1,87,84,"fake"
"2068",13,0,0,1,2,1,91,89,"fake"
"2069",11,3,0,0,2,5,71,71,"fake"
"2070",18,5,0,0,6,6,112,107,"fake"
"2071",15,2,0,1,7,4,68,66,"fake"
"2072",13,5,0,1,6,1,82,80,"fake"
"2073",19,3,0,1,7,3,109,99,"fake"
"2074",6,1,0,1,2,1,57,55,"fake"
"2075",13,6,0,1,9,6,121,117,"fake"
"2076",3,3,0,1,3,1,66,64,"fake"
"2077",13,6,0,0,3,6,68,65,"fake"
"2078",16,15,0,0,10,11,113,108,"fake"
"2079",14,6,0,1,10,2,143,140,"fake"
"2080",3,9,0,0,1,5,83,81,"fake"
"2081",11,3,0,0,2,2,73,72,"fake"
"2082",13,9,0,0,4,9,70,69,"fake"
"2083",13,13,0,1,12,4,78,73,"fake"
"2084",30,16,0,1,15,12,165,160,"fake"
"2085",17,3,0,1,10,9,103,98,"fake"
"2086",7,5,0,0,2,7,75,73,"fake"
"2087",9,1,0,1,7,1,62,60,"fake"
"2088",11,1,0,1,5,1,59,56,"fake"
"2089",6,1,0,0,0,3,46,42,"fake"
"2090",20,5,0,1,9,6,79,74,"fake"
"2091",19,1,0,1,4,3,92,88,"fake"
"2092",5,3,0,0,1,2,87,84,"fake"
"2093",15,2,0,1,7,4,72,64,"fake"
"2094",14,2,0,0,3,5,75,74,"fake"
"2095",24,5,0,1,11,6,100,93,"fake"
"2096",7,3,0,0,3,3,61,57,"fake"
"2097",32,3,0,1,12,11,116,115,"fake"
"2098",8,3,0,0,3,5,66,62,"fake"
"2099",22,6,0,1,8,5,122,115,"fake"
"2100",21,10,0,0,7,12,101,94,"fake"
"2101",31,19,0,0,7,10,180,171,"fake"
"2102",12,5,0,1,9,2,73,70,"fake"
"2103",14,2,0,1,6,1,51,46,"fake"
"2104",24,5,0,0,4,11,120,116,"fake"
"2105",16,1,0,1,6,2,98,94,"fake"
"2106",5,1,0,1,2,1,64,62,"fake"
"2107",6,1,0,0,0,2,65,62,"fake"
"2108",16,3,0,1,7,2,69,69,"fake"
"2109",12,8,0,1,7,5,95,89,"fake"
"2110",38,8,0,1,19,5,220,201,"fake"
"2111",57,25,0,0,22,27,364,348,"fake"
"2112",99,13,0,1,34,24,521,515,"fake"
"2113",12,6,0,1,5,1,69,69,"fake"
"2114",6,1,0,1,3,1,38,37,"fake"
"2115",15,5,0,0,3,4,101,99,"fake"
"2116",13,3,0,0,3,5,85,81,"fake"
"2117",13,4,0,1,6,5,81,72,"fake"
"2118",14,8,0,0,7,10,93,85,"fake"
"2119",21,5,0,0,3,10,70,69,"fake"
"2120",20,8,0,0,7,7,100,97,"fake"
"2121",39,11,0,1,19,14,224,203,"fake"
"2122",1,0,0,0,0,0,10,10,"fake"
"2123",22,5,0,0,5,8,154,147,"fake"
"2124",18,4,0,0,6,8,91,88,"fake"
"2125",21,4,0,0,3,14,106,98,"fake"
"2126",18,6,0,1,5,4,99,94,"fake"
"2127",8,2,0,0,0,6,45,42,"fake"
"2128",12,5,0,0,3,7,75,74,"fake"
"2129",12,3,0,0,4,4,74,68,"fake"
"2130",23,6,0,1,7,5,118,108,"fake"
"2131",15,5,0,0,2,12,80,78,"fake"
"2132",11,4,0,0,4,4,86,85,"fake"
"2133",2,3,0,0,2,2,41,40,"fake"
"2134",18,10,0,1,9,2,101,99,"fake"
"2135",12,4,0,1,6,1,73,72,"fake"
"2136",12,5,0,1,7,1,85,79,"fake"
"2137",12,5,0,0,3,9,48,47,"fake"
"2138",9,4,0,1,6,3,61,59,"fake"
"2139",3,2,0,0,1,2,26,24,"fake"
"2140",16,1,0,1,6,2,53,52,"fake"
"2141",12,5,0,1,5,2,79,75,"fake"
"2142",9,2,0,1,3,2,54,47,"fake"
"2143",7,3,0,0,1,6,55,53,"fake"
"2144",6,1,0,0,1,2,36,34,"fake"
"2145",21,11,0,1,13,10,144,139,"fake"
"2146",5,5,0,0,2,3,45,41,"fake"
"2147",9,1,0,0,3,5,34,31,"fake"
"2148",10,3,0,0,1,8,51,49,"fake"
"2149",10,3,0,1,3,2,56,52,"fake"
"2150",16,6,0,0,5,5,71,64,"fake"
"2151",8,6,0,0,4,5,63,61,"fake"
"2152",3,3,0,0,2,3,34,32,"fake"
"2153",19,4,0,1,7,5,65,63,"fake"
"2154",9,3,0,1,4,1,54,54,"fake"
"2155",18,9,0,0,4,4,121,114,"fake"
"2156",12,7,0,1,8,7,73,67,"fake"
"2157",6,2,0,0,2,2,39,39,"fake"
"2158",10,1,0,1,3,2,45,43,"fake"
"2159",22,5,0,0,7,10,99,94,"fake"
"2160",16,9,0,1,9,5,92,90,"fake"
"2161",11,3,0,0,4,4,88,88,"fake"
"2162",24,1,0,0,5,6,79,76,"fake"
"2163",13,2,0,0,0,6,75,73,"fake"
"2164",17,4,0,0,3,9,92,90,"fake"
"2165",12,6,0,0,2,6,75,73,"fake"
"2166",13,4,0,1,6,5,91,85,"fake"
"2167",26,7,0,1,5,3,104,100,"fake"
"2168",7,5,0,0,3,5,79,73,"fake"
"2169",10,0,0,1,4,1,41,39,"fake"
"2170",5,1,0,0,0,1,47,46,"fake"
"2171",9,6,0,0,5,6,70,69,"fake"
"2172",8,2,0,0,1,5,56,50,"fake"
"2173",9,1,0,0,3,5,41,39,"fake"
"2174",21,3,0,0,3,5,82,79,"fake"
"2175",11,5,0,0,3,5,68,67,"fake"
"2176",5,8,0,1,9,1,53,50,"fake"
"2177",13,4,0,0,3,5,77,72,"fake"
"2178",6,9,0,0,3,6,71,67,"fake"
"2179",18,2,0,0,7,7,74,70,"fake"
"2180",10,4,0,0,3,3,74,69,"fake"
"2181",21,3,0,1,7,4,86,80,"fake"
"2182",18,5,0,0,6,8,102,97,"fake"
"2183",9,7,0,1,8,3,81,81,"fake"
"2184",34,11,0,1,13,8,208,201,"fake"
"2185",17,0,0,0,4,6,115,113,"fake"
"2186",10,1,0,0,1,5,52,51,"fake"
"2187",19,0,0,0,1,3,87,85,"fake"
"2188",8,6,0,1,5,0,69,67,"fake"
"2189",13,2,0,1,2,1,90,87,"fake"
"2190",15,6,0,0,6,6,112,106,"fake"
"2191",24,12,0,1,11,7,143,135,"fake"
"2192",7,3,0,1,4,1,76,73,"fake"
"2193",12,5,0,0,4,6,103,97,"fake"
"2194",22,4,0,1,8,6,129,125,"fake"
"2195",27,9,0,0,4,9,186,180,"fake"
"2196",17,2,0,1,6,5,75,70,"fake"
"2197",6,0,0,0,0,3,72,70,"fake"
"2198",34,3,0,1,9,8,136,129,"fake"
"2199",6,4,0,0,2,4,49,46,"fake"
"2200",9,12,0,1,7,4,71,66,"fake"
"2201",15,7,0,1,6,4,113,108,"fake"
"2202",9,7,0,0,2,6,64,62,"fake"
"2203",5,2,0,0,0,3,36,35,"fake"
"2204",14,4,0,0,5,7,122,120,"fake"
"2205",16,4,0,0,4,7,90,88,"fake"
"2206",9,2,0,1,5,2,69,69,"fake"
"2207",7,6,0,0,2,6,57,55,"fake"
"2208",29,13,0,0,9,12,123,120,"fake"
"2209",39,3,0,0,7,7,183,173,"fake"
"2210",13,11,0,1,11,2,109,104,"fake"
"2211",15,6,0,1,8,6,86,80,"fake"
"2212",19,3,0,1,7,5,73,71,"fake"
"2213",38,5,0,0,5,17,163,159,"fake"
"2214",34,3,0,1,12,5,143,140,"fake"
"2215",11,3,0,1,6,2,94,90,"fake"
"2216",15,1,0,0,5,6,68,67,"fake"
"2217",19,5,0,1,11,5,112,109,"fake"
"2218",42,3,0,0,6,10,134,126,"fake"
"2219",14,4,0,1,6,4,73,71,"fake"
"2220",12,2,0,1,2,0,53,53,"fake"
"2221",11,7,0,1,6,2,107,102,"fake"
"2222",21,8,0,1,11,7,140,127,"fake"
"2223",31,12,0,0,11,11,185,180,"fake"
"2224",16,5,0,0,3,8,71,65,"fake"
"2225",10,1,0,0,0,1,55,52,"fake"
"2226",19,1,0,0,3,6,80,77,"fake"
"2227",7,0,0,0,0,3,68,66,"fake"
"2228",15,2,0,1,5,4,81,79,"fake"
"2229",10,1,0,1,4,2,58,56,"fake"
"2230",10,1,0,0,1,3,70,66,"fake"
"2231",37,15,0,1,19,10,231,221,"fake"
"2232",19,7,0,1,13,5,117,111,"fake"
"2233",34,16,0,0,8,19,210,200,"fake"
"2234",13,4,0,0,2,6,63,62,"fake"
"2235",15,0,0,0,4,8,84,81,"fake"
"2236",7,3,0,0,1,6,52,50,"fake"
"2237",9,8,0,1,7,1,71,64,"fake"
"2238",4,0,0,0,0,3,62,61,"fake"
"2239",10,5,0,1,3,1,61,59,"fake"
"2240",8,3,0,1,4,2,57,52,"fake"
"2241",39,5,0,0,5,11,163,154,"fake"
"2242",18,3,0,1,5,4,72,71,"fake"
"2243",21,6,0,1,9,7,155,147,"fake"
"2244",23,8,0,0,6,8,176,173,"fake"
"2245",16,3,0,0,2,6,58,56,"fake"
"2246",13,5,0,1,6,3,81,74,"fake"
"2247",7,3,0,1,2,1,67,65,"fake"
"2248",6,1,0,0,1,1,47,47,"fake"
"2249",15,5,0,1,7,2,113,113,"fake"
"2250",24,2,0,0,2,6,126,124,"fake"
"2251",16,3,0,0,2,9,81,80,"fake"
"2252",16,2,0,0,3,3,112,111,"fake"
"2253",9,7,0,0,5,5,74,71,"fake"
"2254",12,1,0,0,3,3,64,64,"fake"
"2255",32,9,0,1,12,7,210,197,"fake"
"2256",17,7,0,1,11,4,87,86,"fake"
"2257",8,1,0,1,4,1,29,29,"fake"
"2258",28,6,0,1,7,6,151,148,"fake"
"2259",14,1,0,0,0,6,67,66,"fake"
"2260",13,0,0,0,3,4,93,91,"fake"
"2261",17,0,0,1,4,3,92,90,"fake"
"2262",23,6,0,0,3,15,101,97,"fake"
"2263",12,3,0,1,7,1,83,80,"fake"
"2264",22,5,0,0,5,11,115,113,"fake"
"2265",58,4,0,1,18,17,279,265,"fake"
"2266",19,0,0,0,4,8,71,71,"fake"
"2267",15,6,0,1,7,6,95,91,"fake"
"2268",48,15,0,1,16,11,231,223,"fake"
"2269",21,2,0,1,9,7,83,79,"fake"
"2270",11,7,0,1,8,2,88,85,"fake"
"2271",10,11,0,1,11,6,87,82,"fake"
"2272",8,6,0,1,4,1,72,68,"fake"
"2273",5,8,0,1,5,3,65,63,"fake"
"2274",14,11,0,1,12,6,125,122,"fake"
"2275",29,4,0,0,6,9,137,137,"fake"
"2276",8,4,0,1,3,2,60,58,"fake"
"2277",4,3,0,0,1,3,52,50,"fake"
"2278",12,0,0,1,5,3,52,47,"fake"
"2279",25,7,0,1,11,3,96,92,"fake"
"2280",18,4,0,0,3,4,94,90,"fake"
"2281",13,5,0,1,7,4,98,94,"fake"
"2282",13,3,0,0,4,7,61,58,"fake"
"2283",13,8,0,0,6,8,90,87,"fake"
"2284",11,2,0,1,5,3,62,58,"fake"
"2285",15,3,0,0,2,3,82,80,"fake"
"2286",20,2,0,1,12,5,82,82,"fake"
"2287",7,2,0,1,4,2,55,53,"fake"
"2288",21,5,0,1,12,3,128,125,"fake"
"2289",13,5,0,0,5,6,92,81,"fake"
"2290",6,3,0,0,2,3,59,58,"fake"
"2291",23,16,0,0,7,7,141,133,"fake"
"2292",12,4,0,0,1,5,65,64,"fake"
"2293",8,4,0,1,3,2,73,71,"fake"
"2294",9,2,0,1,4,2,67,63,"fake"
"2295",4,2,0,1,3,0,56,55,"fake"
"2296",18,1,0,0,4,5,86,79,"fake"
"2297",17,6,0,0,4,7,96,94,"fake"
"2298",5,2,0,1,3,2,36,33,"fake"
"2299",10,4,0,0,2,3,52,52,"fake"
"2300",41,7,0,1,13,9,254,247,"fake"
"2301",16,6,0,1,10,8,64,61,"fake"
"2302",17,4,0,1,8,7,110,106,"fake"
"2303",22,5,0,1,10,4,92,88,"fake"
"2304",3,5,0,1,2,1,62,60,"fake"
"2305",7,0,0,0,2,5,40,40,"fake"
"2306",11,4,0,1,10,2,61,59,"fake"
"2307",11,4,0,1,7,3,79,73,"fake"
"2308",6,2,0,0,0,5,44,44,"fake"
"2309",7,3,0,0,0,1,53,50,"fake"
"2310",10,2,0,1,8,1,60,59,"fake"
"2311",7,5,0,0,3,6,60,59,"fake"
"2312",10,5,0,1,3,1,72,70,"fake"
"2313",4,12,0,1,6,5,87,84,"fake"
"2314",13,2,0,0,2,7,56,53,"fake"
"2315",18,6,0,1,11,6,96,92,"fake"
"2316",16,8,0,1,6,5,89,82,"fake"
"2317",9,1,0,0,2,2,80,79,"fake"
"2318",16,2,0,0,3,3,85,82,"fake"
"2319",13,4,0,0,3,5,57,54,"fake"
"2320",2,3,0,0,2,3,32,32,"fake"
"2321",12,8,0,0,5,8,100,92,"fake"
"2322",6,1,0,1,2,1,86,81,"fake"
"2323",15,4,0,1,6,2,106,103,"fake"
"2324",30,4,0,1,16,4,142,134,"fake"
"2325",13,2,0,0,3,4,88,86,"fake"
"2326",25,3,0,1,5,4,100,96,"fake"
"2327",12,6,0,1,4,3,74,71,"fake"
"2328",22,0,0,0,1,6,69,69,"fake"
"2329",11,1,0,0,2,6,57,55,"fake"
"2330",24,5,0,1,14,3,149,148,"fake"
"2331",13,2,0,1,4,3,66,64,"fake"
"2332",11,5,0,1,4,1,81,75,"fake"
"2333",12,5,0,1,6,4,70,66,"fake"
"2334",55,16,0,0,21,21,235,225,"fake"
"2335",12,1,0,1,4,3,51,43,"fake"
"2336",16,4,0,1,8,6,88,83,"fake"
"2337",15,3,0,1,3,2,67,66,"fake"
"2338",8,1,0,0,1,5,58,58,"fake"
"2339",25,11,0,0,8,13,145,143,"fake"
"2340",12,2,0,1,4,2,68,65,"fake"
"2341",15,1,0,0,1,2,67,64,"fake"
"2342",19,5,0,1,12,8,100,97,"fake"
"2343",22,3,0,0,3,5,110,110,"fake"
"2344",71,16,0,1,25,14,382,376,"fake"
"2345",13,6,0,1,4,3,87,83,"fake"
"2346",5,2,0,0,1,1,57,56,"fake"
"2347",10,5,0,0,1,5,68,66,"fake"
"2348",6,1,0,1,4,1,51,47,"fake"
"2349",14,2,0,1,3,2,87,84,"fake"
"2350",14,4,0,1,7,4,80,78,"fake"
"2351",15,4,0,1,9,5,111,105,"fake"
"2352",34,6,0,1,16,7,166,160,"fake"
"2353",44,9,0,1,16,13,170,162,"fake"
"2354",16,2,0,0,4,5,96,91,"fake"
"2355",18,3,0,1,7,2,150,146,"fake"
"2356",9,2,0,1,4,3,80,76,"fake"
"2357",21,13,0,1,9,7,123,119,"fake"
"2358",12,5,0,1,4,2,85,82,"fake"
"2359",8,1,0,1,3,1,70,69,"fake"
"2360",25,5,0,1,7,6,107,104,"fake"
"2361",27,1,0,1,5,2,189,184,"fake"
"2362",14,7,0,1,10,3,102,98,"fake"
"2363",16,4,0,0,6,7,98,95,"fake"
"2364",8,6,0,0,3,7,90,88,"fake"
"2365",35,11,0,1,12,8,206,196,"fake"
"2366",5,3,0,1,3,2,45,44,"fake"
"2367",15,4,0,1,6,5,103,101,"fake"
"2368",4,0,0,0,0,3,11,10,"fake"
"2369",21,2,0,1,6,5,143,134,"fake"
"2370",17,9,0,1,7,6,108,102,"fake"
"2371",7,3,0,0,3,3,47,46,"fake"
"2372",15,0,0,1,6,5,77,74,"fake"
"2373",6,1,0,1,2,1,30,28,"fake"
"2374",194,10,0,1,61,45,858,831,"fake"
"2375",25,3,0,0,9,11,146,139,"fake"
"2376",17,0,0,1,5,1,73,73,"fake"
"2377",12,7,0,0,2,3,61,57,"fake"
"2378",21,2,0,0,8,9,113,108,"fake"
"2379",13,6,0,1,7,4,97,96,"fake"
"2380",8,5,0,0,2,4,43,42,"fake"
"2381",7,6,0,0,2,3,52,51,"fake"
"2382",12,3,0,0,4,5,74,72,"fake"
"2383",17,5,0,1,7,5,82,82,"fake"
"2384",25,3,0,0,2,9,91,89,"fake"
"2385",12,2,0,0,4,4,69,68,"fake"
"2386",17,16,0,1,8,6,139,129,"fake"
"2387",5,3,0,0,1,3,56,56,"fake"
"2388",14,7,0,0,6,7,107,106,"fake"
"2389",28,12,0,1,13,7,179,175,"fake"
"2390",18,4,0,0,4,8,110,105,"fake"
"2391",10,5,0,0,4,6,96,92,"fake"
"2392",17,5,0,1,8,6,73,70,"fake"
"2393",14,6,0,1,8,5,88,81,"fake"
"2394",6,4,0,1,6,2,69,68,"fake"
"2395",20,8,0,0,9,12,88,86,"fake"
"2396",17,2,0,1,7,2,85,84,"fake"
"2397",16,12,0,1,11,3,151,142,"fake"
"2398",13,13,0,1,12,3,130,129,"fake"
"2399",8,1,0,1,4,3,60,58,"fake"
"2400",17,4,0,0,2,7,112,108,"fake"
"2401",6,1,0,0,0,1,21,21,"fake"
"2402",21,11,0,1,14,8,137,133,"fake"
"2403",10,1,0,0,3,4,51,51,"fake"
"2404",6,1,0,1,2,0,27,27,"fake"
"2405",12,4,0,0,2,7,116,113,"fake"
"2406",14,2,0,1,7,1,81,78,"fake"
"2407",11,5,0,1,4,3,74,70,"fake"
"2408",18,5,0,0,4,10,85,77,"fake"
"2409",18,5,0,1,10,6,87,80,"fake"
"2410",13,4,0,0,5,6,69,67,"fake"
"2411",6,4,0,1,5,2,79,77,"fake"
"2412",14,5,0,1,10,2,93,88,"fake"
"2413",34,5,0,1,12,6,196,187,"fake"
"2414",21,2,0,1,6,3,159,153,"fake"
"2415",24,7,0,1,9,7,121,117,"fake"
"2416",23,0,0,1,7,4,112,109,"fake"
"2417",12,6,0,0,5,8,78,75,"fake"
"2418",22,3,0,0,5,10,99,96,"fake"
"2419",14,10,0,1,8,7,125,122,"fake"
"2420",13,2,0,0,3,8,76,74,"fake"
"2421",23,4,0,0,2,6,101,98,"fake"
"2422",14,1,0,1,6,1,63,59,"fake"
"2423",35,16,0,1,12,9,182,178,"fake"
"2424",15,6,0,0,8,10,108,104,"fake"
"2425",12,1,0,0,1,2,74,74,"fake"
"2426",21,1,0,0,4,5,115,111,"fake"
"2427",1,1,0,1,2,0,21,20,"fake"
"2428",21,3,0,1,8,5,126,123,"fake"
"2429",17,0,0,0,3,6,92,89,"fake"
"2430",7,1,0,1,4,1,53,50,"fake"
"2431",16,7,0,0,4,6,106,104,"fake"
"2432",7,4,0,0,3,5,70,67,"fake"
"2433",4,2,0,1,3,1,64,59,"fake"
"2434",19,1,0,0,5,5,71,67,"fake"
"2435",18,1,0,1,8,5,95,91,"fake"
"2436",22,3,0,1,17,3,128,124,"fake"
"2437",17,3,0,1,9,1,137,133,"fake"
"2438",12,3,0,0,4,4,67,64,"fake"
"2439",41,10,0,0,8,15,178,174,"fake"
"2440",20,4,0,1,12,4,102,97,"fake"
"2441",33,10,0,0,11,20,173,154,"fake"
"2442",13,12,0,0,6,7,114,110,"fake"
"2443",13,5,0,0,3,6,77,74,"fake"
"2444",26,4,0,0,10,12,146,139,"fake"
"2445",21,13,0,1,15,7,125,121,"fake"
"2446",16,0,0,0,3,5,67,64,"fake"
"2447",9,5,0,1,8,3,67,65,"fake"
"2448",9,2,0,1,6,3,88,86,"fake"
"2449",16,4,0,0,5,5,75,72,"fake"
"2450",14,10,0,0,6,7,127,124,"fake"
"2451",25,11,0,1,15,14,140,131,"fake"
"2452",19,9,0,1,10,9,98,94,"fake"
"2453",13,15,0,1,14,2,106,100,"fake"
"2454",3,3,0,0,2,3,36,32,"fake"
"2455",26,7,0,1,9,5,136,130,"fake"
"2456",17,6,0,0,6,10,113,108,"fake"
"2457",4,7,0,1,6,1,78,77,"fake"
"2458",8,3,0,0,1,2,65,63,"fake"
"2459",14,2,0,1,6,3,97,92,"fake"
"2460",14,5,0,1,10,1,90,84,"fake"
"2461",10,1,0,0,0,5,59,57,"fake"
"2462",20,2,0,0,6,7,100,98,"fake"
"2463",4,2,0,1,2,1,60,55,"fake"
"2464",30,0,0,0,4,8,146,142,"fake"
"2465",12,6,0,1,8,0,64,62,"fake"
"2466",19,2,0,0,6,7,95,90,"fake"
"2467",4,4,0,1,3,2,40,38,"fake"
"2468",5,1,0,0,1,2,46,46,"fake"
"2469",26,0,0,1,10,4,81,79,"fake"
"2470",32,18,0,1,14,8,225,214,"fake"
"2471",14,1,0,0,2,7,68,67,"fake"
"2472",19,4,0,0,4,10,81,78,"fake"
"2473",8,4,0,1,7,2,83,80,"fake"
"2474",20,8,0,1,6,5,163,158,"fake"
"2475",22,1,0,0,5,9,103,98,"fake"
"2476",19,4,0,1,9,5,135,130,"fake"
"2477",1,1,0,1,2,0,9,9,"fake"
"2478",16,5,0,0,4,8,127,126,"fake"
"2479",7,1,0,0,1,4,54,54,"fake"
"2480",22,7,0,0,5,8,121,116,"fake"
"2481",27,8,0,0,9,13,148,143,"fake"
"2482",11,1,0,0,4,5,66,65,"fake"
"2483",15,3,0,1,4,3,90,87,"fake"
"2484",24,14,0,1,14,10,164,156,"fake"
"2485",18,3,0,0,5,6,112,111,"fake"
"2486",16,5,0,0,5,7,100,96,"fake"
"2487",0,1,0,0,0,1,9,9,"fake"
"2488",12,3,0,0,2,5,64,63,"fake"
"2489",8,2,0,1,2,1,58,56,"fake"
"2490",10,3,0,0,1,4,57,56,"fake"
"2491",18,8,0,0,5,11,128,124,"fake"
"2492",6,4,0,0,2,5,46,42,"fake"
"2493",18,4,0,1,5,3,95,94,"fake"
"2494",6,1,0,1,1,0,42,40,"fake"
"2495",25,7,0,0,5,11,136,136,"fake"
"2496",10,3,0,1,6,4,68,66,"fake"
"2497",6,2,0,0,2,2,64,64,"fake"
"2498",18,3,0,0,5,5,96,94,"fake"
"2499",5,4,0,1,3,0,42,40,"fake"
"2500",19,3,0,0,4,9,85,83,"fake"
"2501",20,3,0,0,5,6,72,70,"fake"
"2502",13,5,0,1,8,2,93,87,"fake"
"2503",24,2,0,1,8,5,163,154,"fake"
"2504",22,0,0,1,8,2,114,111,"fake"
"2505",21,5,0,1,10,5,178,173,"fake"
"2506",16,7,0,0,4,9,96,94,"fake"
"2507",13,2,0,0,2,4,75,73,"fake"
"2508",39,17,0,0,12,17,214,206,"fake"
"2509",26,7,0,1,13,8,142,140,"fake"
"2510",16,4,0,1,6,2,97,92,"fake"
"2511",18,3,0,1,7,4,108,103,"fake"
"2512",38,12,0,1,14,7,204,193,"fake"
"2513",19,7,0,1,6,4,139,135,"fake"
"2514",12,2,0,0,4,5,72,71,"fake"
"2515",9,2,0,1,4,3,65,63,"fake"
"2516",6,3,0,0,2,3,42,41,"fake"
"2517",27,17,0,0,11,11,154,150,"fake"
"2518",30,3,0,1,9,6,98,92,"fake"
"2519",37,6,0,1,10,7,189,180,"fake"
"2520",27,8,0,0,9,10,150,144,"fake"
"2521",36,8,0,1,11,8,139,139,"fake"
"2522",12,3,0,0,3,7,81,79,"fake"
"2523",8,8,0,1,8,3,85,82,"fake"
"2524",8,3,0,1,4,3,46,42,"fake"
"2525",22,9,0,1,10,8,112,109,"fake"
"2526",13,1,0,1,5,1,117,115,"fake"
"2527",24,7,0,0,8,11,105,103,"fake"
"2528",10,6,0,1,6,4,80,75,"fake"
"2529",17,5,0,0,6,9,95,91,"fake"
"2530",16,1,0,0,0,7,97,95,"fake"
"2531",26,10,0,1,10,3,103,99,"fake"
"2532",23,6,0,0,10,10,104,103,"fake"
"2533",5,0,0,0,0,2,30,29,"fake"
"2534",26,5,0,0,4,5,142,139,"fake"
"2535",26,1,0,0,6,6,126,119,"fake"
"2536",22,7,0,1,12,4,96,89,"fake"
"2537",24,5,0,1,9,1,153,148,"fake"
"2538",23,4,0,0,5,5,87,84,"fake"
"2539",34,11,0,0,6,9,160,149,"fake"
"2540",13,0,0,1,4,3,52,52,"fake"
"2541",27,8,0,0,7,7,153,148,"fake"
"2542",16,2,0,0,2,7,92,87,"fake"
"2543",25,9,0,1,11,8,136,126,"fake"
"2544",24,1,0,1,5,4,133,131,"fake"
"2545",4,2,0,1,4,0,39,38,"fake"
"2546",130,25,0,1,40,35,613,564,"fake"
"2547",13,3,0,0,3,7,56,55,"fake"
"2548",12,5,0,1,6,2,93,91,"fake"
"2549",26,7,0,1,17,7,185,181,"fake"
"2550",29,3,0,1,10,6,148,143,"fake"
"2551",26,14,0,1,13,8,234,229,"fake"
"2552",33,16,0,1,15,10,177,160,"fake"
"2553",3,2,0,1,3,0,52,50,"fake"
"2554",17,2,0,0,2,7,91,89,"fake"
"2555",14,4,0,1,6,5,81,75,"fake"
"2556",26,12,0,1,16,8,100,99,"fake"
"2557",13,2,0,1,4,3,70,67,"fake"
"2558",3,0,0,0,0,1,11,11,"fake"
"2559",26,6,0,0,6,9,133,129,"fake"
"2560",44,5,0,1,19,8,247,238,"fake"
"2561",4,0,0,1,1,0,30,26,"fake"
"2562",6,4,0,1,4,2,37,36,"fake"
"2563",24,5,0,1,13,3,102,94,"fake"
"2564",21,5,0,0,7,10,128,124,"fake"
"2565",19,3,0,1,8,5,100,96,"fake"
"2566",24,5,0,1,11,8,122,121,"fake"
"2567",25,6,0,0,7,8,112,107,"fake"
"2568",11,2,0,1,6,3,83,83,"fake"
"2569",3,0,0,0,0,1,11,11,"fake"
"2570",54,16,0,1,24,11,220,213,"fake"
"2571",19,1,0,0,3,8,126,125,"fake"
"2572",15,5,0,1,4,3,124,120,"fake"
"2573",12,3,0,1,6,4,57,56,"fake"
"2574",16,4,0,0,3,9,87,86,"fake"
"2575",16,5,0,1,5,4,68,65,"fake"
"2576",23,3,0,1,5,4,132,129,"fake"
"2577",11,4,0,1,4,3,64,63,"fake"
"2578",20,2,0,0,5,6,72,72,"fake"
"2579",9,0,0,0,2,4,50,50,"fake"
"2580",39,13,0,0,12,19,209,202,"fake"
"2581",45,13,0,0,9,14,203,198,"fake"
"2582",5,1,0,0,0,3,40,37,"fake"
